"","gene","fc_PCR_vs_RD","pval","mean_PCR","mean_RD","mean_diff"
"2581","CELSR1",2.52066338704554,5.822923497402e-05,-0.327003684210526,-0.129729215686275,-0.197274468524252
"2607","SEMA3B",1.78237849478265,0.0145014089983349,-0.292086052631579,-0.16387431372549,-0.128211738906089
"2719","C6orf192",6.74401638173848,0.0288473074513822,0.165232368421053,0.0245005882352941,0.140731780185759
"2737","CPVL",-2.20262135512297,0.00373547515211264,0.108720526315789,-0.0493596078431373,0.158080134158927
"2815","TLE1",3.02324785666174,0.0289418128638415,0.159525526315789,0.0527662745098039,0.106759251805986
"2894","EPS8",-4.77319391368533,0.0324255555406077,-0.0843526315789474,0.0176721568627451,-0.102024788441692
"2984","NFE2",0.217031796267983,0.0369887917860234,0.0321594736842105,0.14817862745098,-0.11601915376677
"2997","TBX3",2.22474076155918,0.00862788617899107,-0.192953947368421,-0.0867309803921569,-0.106222966976264
"3009","MUC1",1.63507579461085,0.0103446749958515,-0.413473157894737,-0.252877058823529,-0.160596099071207
"3029","MED18",0.516593675379157,0.0239069844999323,0.126480263157895,0.244835098039216,-0.118354834881321
"3250","AMIGO2",1.73793299731621,0.00268988441572914,-0.385853157894737,-0.222018431372549,-0.163834726522188
"3258","TMC7",4.98977005174018,0.016508817828078,0.127550263157895,0.0255623529411765,0.101987910216718
"3590","FBXL7",534.221211381121,0.00593094961041636,-0.135440789473684,-0.000253529411764706,-0.13518726006192
"3608","ADRB2",3.17321627650501,0.0363526069285467,0.163759736842105,0.051606862745098,0.112152874097007
"3620","ACOT4",2.42002275714693,0.00601344902827308,-0.197976842105263,-0.0818078431372549,-0.116168998968008
"3846","ADI1.1",-0.131933515855735,0.00697817365119699,0.012,-0.0909549019607843,0.102954901960784
"3849","THSD4",1.82567524419567,0.0164957888996868,-0.433705263157895,-0.237558823529412,-0.196146439628483
"3906","BAI2",1.44713474993898,0.0167119016828118,-0.333331315789474,-0.230338823529412,-0.102992492260062
"3937","CAPN9",-5.85102577227683,0.00291401454847827,-0.178475789473684,0.0305033333333333,-0.208979122807018
"4058","MUCL1",-50.9902861561379,0.0302634987883472,0.370209473684211,-0.00726039215686275,0.377469865841073
"4182","ABAT",13.60004964325,0.00659403190773857,-0.216280789473684,-0.0159029411764706,-0.200377848297214
"4238","SERPINB2",2.78748849635409,0.0148069685173638,-0.193363157894737,-0.0693682352941176,-0.123994922600619
"4342","MLPH",1.75378194770869,0.0136330659072578,-0.233396052631579,-0.133081568627451,-0.100314484004128
"4373","BPIFB1",2.12916300720968,0.00276428866828162,-0.393187105263158,-0.184667450980392,-0.208519654282766
"4408","CTSC",-1.62953999812893,0.00399664976949755,0.0879002631578947,-0.0539417647058824,0.141842027863777
"4425","HSD17B1",-0.217324329426834,0.040914911877489,-0.0304947368421053,0.140319019607843,-0.170813756449948
"4476","IRX2",0.700083199690988,0.0377125372845189,-0.397278684210526,-0.567473529411765,0.170194845201238
"4496","DBN1",0.118366344012266,0.00159937120730927,-0.0158584210526316,-0.133977450980392,0.118119029927761
"4565","SCIN",-1.27039513758456,0.018219566728024,-0.0592963157894737,0.0466754901960784,-0.105971805985552
"4575","FKBP10",2.54705584552589,0.0188728149315191,-0.195221842105263,-0.0766460784313726,-0.118575763673891
"4601","LRRCC1",1.69692164296984,0.0275511760970019,-0.275776052631579,-0.162515490196078,-0.113260562435501
"4676","ACADSB",1.61085086572296,0.0324918154715532,-0.311122894736842,-0.193141960784314,-0.117980933952528
"4725","TAF15",0.212412073656049,0.0377546675483409,0.0273684210526316,0.128845882352941,-0.10147746130031
"4728","CD8B",-3.39986026683803,0.0305417239894114,0.0939094736842105,-0.027621568627451,0.121531042311662
"4802","C1orf115",-22.6849926925929,0.00458938464483983,0.141122894736842,-0.00622098039215686,0.147343875128999
"4806","SLC19A2",3.1118618493508,0.000773670429346799,-0.265936052631579,-0.0854588235294118,-0.180477229102167
